,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,SUM  Completed,Labs,Lab Size,nPublications,Other Journals,University,Career Duration,Degree Area,degree,Latitude,Longitude,UndergradStudentCount,ranking,students staff ratio,perc intl students,near_city,crime_index,safety_index
135,"Alexandr V. Bazhin, Olga N. Shifrina, Marina S. Savchenko, Natalya K. Tikhomirova, Maria A. Goncharskaia, Vera A. Gorbunova, Ivan I. Senin, Alexandr G. Chuchalin, Pavel P. Philippov",Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but without a loss of vision,Lung Cancer 34 (2001) 99ï¿½104,10.1016/S0169-5002(01)00212-4,2001,,,,1.0,,Duplicated blot strips,1,,,,1.0,1,,, 0 0 0 0 0 0  0 ,  ,Moscow State University,18,"Department of Enzymology, A.N. Belozersky Institute of Physico-Chemical Biology",,,,,,,,"Moscow, Russia",37.67,62.33
136,"Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov",Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy,"Lung Cancer (2003) 41, 363__/367",10.1016/S0169-5002(03)00239-3,2003,,,,1.0,,Duplicated blot strips,1,7/5/2016,1.0,,,1,,,0  0 0 0  0 ,  ,M.V. Lomonosov Moscow State University,16,"Laboratory of Biomedicine, Department of Cell Signalling, A.N. Belozersky Institute of Physico-Chemical Biology",,,,,,,,"Memphis, TN, United States",73.85,26.15
137,"Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari",Up-regulation of focal adhesion kinase in non-small cell lung cancer,"Lung Cancer (2006) 53, 263ï¿½271",10.1016/j.lungcan.2006.06.001,2006,,,,,1,Duplicated lanes with blot panel,1,,,,1.0,1,,,2 0 3 0 0 1 2 4 7 ,PLOS ONE PLOS ONE PLOS Biology PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS Biology ,University of Milan,15,"Laboratory of Pharmacology, Department of Medicine, Surgery and Dentistry",PhD,,,,379.0,20.9,6%,"Milan, Italy",44.56,55.44
138,"Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds",In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2,"Lung Cancer (2006) 53, 273ï¿½284",10.1016/j.lungcan.2006.06.006,2006,,,,1.0,,Overlapping microscopy images,1,6/13/2016,,1.0,,1,,,0 5 0  0 4 4 ,PLOS ONE  PLOS ONE PLOS Pathogens PLOS Genetics PLOS ONE ,Royal Adelaide Hospital and Hanson Institute,10,Department of Thoracic Medicine and Lung Research Laboratory,MD,,,,,,,,,
139,"Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang",Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells,Lung Cancer 63 (2009) 227ï¿½234,10.1016/j.lungcan.2008.05.026,2009,,,,1.0,,Shifted reused blots,1,10/1/2016,1.0,,,1,,,0 1 9 0 0 ,PLOS ONE PLOS Biology PLOS ONE PLOS Pathogens ,National Taiwan Normal University,16,Department of Life Science,,,,,735.0,10.9,26%,"Taipei, Taiwan",14.32,85.68
140,"Shun-Dong Dai, Yan Wang, Gui-Yang Jiang, Peng-Xin Zhang, Xin-Jun Dong, Qiang Wei, Hong-Tao Xu, Qing-Chang Li, Chen Zhao, En-Hua Wang",Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn,Lung Cancer 67 (2010) 205ï¿½215,10.1016/j.lungcan.2009.06.013,2010,,,,,1,Duplicated parts of lanes to make 2 negative lanes,1,12/1/2016,1.0,,,1,,,0 50 0 0 0 35 1 0 24 3 ,PLOS ONE PLOS Pathogens PLOS Biology PLOS Computational Biology PLOS ONE PLOS Genetics PLOS Pathogens PLOS ONE PLOS Computational Biology PLOS ONE PLOS ONE ,First Affiliated Hospital and College of Basic Medical Sciences of China Medical University,4,Department of Pathology,,,,,,,,,,
141,"Kazutoshi Komiya, Naoko Sueoka-Aragane, Akemi Sato, Takashi Hisatomi, Toru Sakuragi, Masahiro Mitsuoka, Toshimi Sato, Shinichiro Hayashi, Hiroto Izumi, Makoto Tsuneoka, Eisaburo Sueoka","Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lung cancer",Lung Cancer 69 (2010) 232ï¿½238,10.1016/j.lungcan.2009.10.010,2010,,,,,1,Manipulated FACS panels,1,11/1/2016,,1.0,,1,,,1 0 4 0 0 0 1 1 6 0 5 ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Saga University,9,"Department of Internal Medicine, Faculty of Medicine",,,,,1377.0,9.7,2%,"Osaka, Japan",31.66,68.34
142,"Hakan Akca, Aydin Demiray, Onur Tokgun, Jun Yokota",Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells,Lung Cancer 73 (2011) 302ï¿½309,10.1016/j.lungcan.2011.01.012,2011,10.1016/j.lungcan.2011.01.012,,,,1,Duplicated bands within same blot,1,11/1/2016,,1.0,,1,,,0 0 0 4 ,PLOS Computational Biology PLOS ONE ,Pamukkale University,16,"Medical Biology Department, School of Medicine",Phd,,,,,,,"Antalya, Turkey",26.22,73.78
143,"Norimitsu Tanaka, Shinichi Toyooka, Junichi Soh, Takafumi Kubo, Hiromasa Yamamoto, Yuho Maki, Takayuki Muraoka, Kazuhiko Shien, Masashi Furukawa, Tsuyoshi Ueno, Hiroaki Asano, Kazunori Tsukuda, Keisuke Aoe, Shinichiro Miyoshi",Frequent methylation and oncogenic role of microRNA-34b/c in small-cell lung cancer,Lung Cancer 76 (2012) 32ï¿½38,10.1016/j.lungcan.2011.10.002,2012,,,1.0,,,Duplicated microscopy image; might be error,1,,,1.0,,1,,,1 6 5 1 5 0 0 2 2 1 3 3 1 3 ,PLOS ONE PLOS Medicine PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Okayama University,5,"Department of Cancer and Thoracic Surgery, Graduate School of Medicine, Dentistry and Pharmaceutical Sciences",,,,,929.0,10.9,9%,"Osaka, Japan",31.66,68.34
144,"Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai",Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE),Journal of Autoimmunity 25 (2005) 206-214,10.1016/j.jaut.2005.09.016,2005,,,,1.0,,"Duplicated blot strips, stretched multiple cases",1,,,,1.0,1,,,0 0 0 3 ,PLOS ONE ,Wayne State University School of Medicine,13,Department of Neurology,PhD,,,,,,,,,
145,"Pascale Gerbaud, Loï¿½c Petzold, Patrice Therond, Wayne B. Anderson, Daniele Evain-Brion, Francoise Raynaud","Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psoriatic human fibroblasts",Journal of Autoimmunity 24 (2005) 69-78,10.1016/j.jaut.2004.10.003,2005,,,1.0,,,Duplicated blot panel,1,,,,1.0,1,,,1  2 0 5 1 ,PLOS ONE  PLOS ONE PLOS ONE PLOS ONE ,Université René Descartes,22,"INSERM U 427, Faculté des Sciences Pharmaceutiques et Biologiques de Paris",,,,,,,,"Paris, France",54.96,45.04
146,"M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo",Autoantibodies from Sjï¿½gren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253,Journal of Autoimmunity 27 (2006) 38-49,10.1016/j.jaut.2006.05.001,2006,,,,,1,"Overlapping microscopy, duplicated bands within blots",1,,,,1.0,1,,,0 0 0 0 0 0 0 0 0 0 ,,University of Bari,4,Department of Human Anatomy and Histology,,,,,,,,"Dhaka, Bangladesh",64.07,35.93
147,"Itshak Golan, Shlomo Nedvetzki, Ira Golan, Lora Eshkar-Sebban, David Levartovsky, Ori Elkayam, Dan Caspi, Suhail Aamar, Howard Amital, Alan Rubinow, David Naor",Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation of disease-specific monoclonal antibody,Journal of Autoimmunity 28 (2007) 99-113,10.1016/j.jaut.2007.02.007,2007,,,1.0,,,Duplicated FACS panel,1,,,,1.0,1,,,0 1 0 1 0 0 0 0 4 0 1 ,PLOS ONE PLOS ONE PLOS ONE PLOS Medicine PLOS ONE ,Hebrew University-Hadassah Medical School,30,The Lautenberg Center for General and Tumor Immunology,,,,,,,,"Bologna, Italy",45.77,54.23
148,"Xiaoyan Xiao, Bin Ma, Baojun Dong, Peng Zhao, Ningwen Tai, Li Chen, F. Susan Wong, Li Wen",Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice,Journal of Autoimmunity 32 (2009) 85ï¿½93,10.1016/j.jaut.2008.12.003,2009,,,,1.0,,Overlapping microscopy images,1,,,,1.0,1,,,0 9 0 50 0 50 2 50 ,PLOS ONE PLOS Genetics PLOS ONE PLOS Genetics PLOS Biology PLOS Pathogens PLOS Computational Biology PLOS ONE PLOS Genetics PLOS Neglected Tropical Diseases PLOS ONE PLOS ONE PLOS Neglected Tropical Diseases PLOS Pathogens ,Yale School of Medicine,13,"Section of Endocrinology, Department of Internal Medicine",,,,,,,,,,
149,"Dana Ben-Ami Shor, Miri Blank, Sandra Reuter, Torsten Matthias, Inbal Beiglass, Alexander Volkov, Iris Barshack, Yehuda Shoenfeld",Anti-ribosomal-P antibodies accelerate lupus glomerulonephritis and induce lupus nephritis in nai_ve mice,Journal of Autoimmunity 54 (2014) 118-126,10.1016/j.jaut.2014.02.013,2014,,,1.0,,,Duplicated microscopy panels,1,2/1/2016,,1.0,,1,,,1 2  1 0  5 3 ,PLOS ONE PLOS ONE  PLOS ONE  PLOS ONE PLOS Neglected Tropical Diseases PLOS ONE ,Tel-Aviv University,7,"The Zabludowicz Center for Autoimmune Diseases, Sheba Medical Center, Affiliated to Sackler Faculty of Medicine",MD,,,,,,,"Tel Aviv-Yafo, Israel",26.19,73.81
150,"Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan ",Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes,Cytokine 26 (2004) 1-8,10.1016/j.cyto.2003.11.014,2004,,,1.0,,,Duplicated blot,1,,,,1.0,1,,,1 0  ,PLOS ONE  ,American University of Beirut,10,"Department of Biology, Faculty of Arts & Sciences",PhD,,,,300.0,8.4,22%,"Beirut, Lebanon",46.87,53.13
151,"Ji-Yong Zhou, Ji-Gang Chen, Jin-Yong Wang, Jian-Xiang Wu, Hui Gong",cDNA cloning and functional analysis of goose interleukin-2,Cytokine 30 (2005) 328-338,10.1016/j.cyto.2004.12.015,2005,,,,1.0,,Overlapping microscopy,1,,,,1.0,1,,,0 1 0 0 17 ,PLOS ONE PLOS ONE ,Zhejiang University,3,"Laboratory of Virology and Immunology, Institute of Preventive Veterinary Medicine, College of Animal Sciences",,,,,95.0,10.8,23%,"Shanghai, China",34.32,65.68
152,"Sarine Markossian, Sawsan Ibrahim Kreydiyyeh",TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2,Cytokine 30 (2005) 319-327,10.1016/j.cyto.2004.11.009,2005,,,,,1,"Duplicated bands within blot strips, multiple cases",1,,,,1.0,1,,,0 1 ,PLOS ONE ,American University of Beirut,19,"Department of Biology, Faculty of Arts and Sciences","MD, MSc",,,,300.0,8.4,22%,"Beirut, Lebanon",46.87,53.13
153,"Hwa-Jeong Lee, Jin-Woo Cho, Sang-Cheol Kim, Kyung-Hwa Kang, Sun-Kyung Lee, Sung-Hee Pi, Suk-Keun Lee, Eun-Cheol Kim",Roles of p38 and ERK MAP kinases in IL-8 expression in TNF-a- and dexamethasone-stimulated human periodontal ligament cells,Cytokine 35 (2006) 67ï¿½76,10.1016/j.cyto.2006.07.009,2006,,,,,1,"Duplicated lanes within blots, many many case",1,,,,1.0,1,,,1 0 11 0 2 1 1 3 ,PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Wonkwang University,3,"Department of Oral and Maxillofacial Pathology, College of Dentistry",,,,,,,,"Incheon, South Korea",30.92,69.08
154,"Maria de Lujan Alvarez, Ariel D. Quiroga, Marï¿½a Teresa Ronco, Juan Pablo Parody, J. Elena Ochoa, Juan A. Monti, Cristina E. Carnovale, Marï¿½a Cristina Carrillo ",Time-dependent onset of Interferon-a2b-induced apoptosis in isolated hepatocytes from preneoplastic rat livers,Cytokine 36 (2006) 245ï¿½253,10.1016/j.cyto.2007.01.002,2006,,,,1.0,,Mirrored blot,1,,,,1.0,1,,,0 1  0 0 0 0  ,PLOS ONE   ,Universidad Nacional de Rosario,14,"Instituto de Fisiología Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Bioquímicas y Farmacéuticas",PhD,,,,,,,"Rosario, Argentina",74.47,25.53
155,"Marilena Galdiero, Mariateresa Vitiello, Marina Dï¿½Isanto, Katia Raieta, Emilia Galdiero",STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6,Cytokine 36 (2006) 218ï¿½228,10.1016/j.cyto.2006.12.003,2006,,,1.0,,,Multiple cases of duplicated blots,1,,,,1.0,1,,,0 1  0 0 ,PLOS ONE  ,Second University of Naples,8,"Department of Experimental Medicine, Section of Microbiology and Clinical Microbiology, Faculty of Medicine",,,,,,,,"Naples, Italy",58.52,41.48
156,"Sawsan Ibrahim Kreydiyyeh, Sarine Markossian ",Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla,Cytokine 33 (2006) 138e144,10.1016/j.cyto.2005.12.007,2006,,,1.0,,,Multiple cases of duplicated blots,1,,,,1.0,1,,,1  ,PLOS ONE  ,American University of Beirut,12,"Department of Biology, Faculty of Arts and Sciences",,,,,300.0,8.4,22%,"Beirut, Lebanon",46.87,53.13
157,"Deok-Ho Song, Ji-Houn Kang, Geun-Shik Lee, Eui-Bae Jeung, Mhan-Pyo Yang ",Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enhances phagocytosis of RAW macrophages via a peroxisome proliferator-activated receptor gamma-dependent pathway,Cytokine 37 (2007) 227ï¿½235,10.1016/j.cyto.2007.04.003,2007,,,,1.0,,"Duplicated gel, differently cut",1,,,,1.0,1,,,0 0 0 6  ,PLOS ONE  ,Chungbuk National University,17,"Laboratory of Veterinary Internal Medicine, Department of Veterinary Medicine, College of Veterinary Medicine and Research Institute of Veterinary Medicine",,,,,1095.0,14.8,3%,"Seoul, South Korea",25.77,74.23
158,"Chung-Hsi Hsing, Hsing-Hui Li, Yu-Hsiang Hsu, Chung-Liang Ho, Shih-Sung Chuang, Kuo-Mao Lan, Ming-Shi Chang",The distribution of interleukin-19 in healthy and neoplastic tissue,Cytokine 44 (2008) 221ï¿½228,10.1016/j.cyto.2008.06.007,2008,,,,1.0,,"Duplicated blot panel, stretched",1,,,,1.0,1,,,5 2 3 3 1 0 4 ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Department of Medical Research,5,Department of Medical Research,,,,,,,,"Melbourne, Australia",44.06,55.94
159,"M. Hyzdï¿½alovï¿½, J. Hofmanovï¿½, J. Pachernï¿½k, A. Vaculovï¿½, A. Kozubï¿½keSung",The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation,Cytokine 44 (2008) 33ï¿½43,10.1016/j.cyto.2008.06.003,2008,,,1.0,,,Duplicated blot panel,1,,,,1.0,1,,,     ,     ,Academy of Sciences of the Czech Republic,10,"Department of Cytokinetics, Institute of Biophysics",PhD,,,,,,,"Prague, Czech Republic",24.17,75.83
160,"Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto",Effects of ethanol on monosodium urate crystal-induced inflammation,Cytokine 42 (2008) 198ï¿½204,10.1016/j.cyto.2008.01.001,2008,,,1.0,,,Duplicated blot,1,,,,1.0,1,,,0 0 0 3 0 0 0 9 ,PLOS ONE PLOS ONE ,Hyogo College of Medicine,12,"Division of Endocrinology and Metabolism, Department of Internal Medicine",,,,,861.0,2.2,1%,"Osaka, Japan",31.66,68.34
161,"Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu",Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome,Cytokine 42 (2008) 222ï¿½233,10.1016/j.cyto.2008.02.005,2008,,,1.0,,,Duplicated whole figure; very likely error,1,,,,1.0,1,,,3 2 4 0 ,PLOS ONE PLOS ONE PLOS ONE ,Sun Yat-sen University,14,"Department of Nephrology, The First Affiliated Hospital",,,,,289.0,16.1,8%,"Guangzhou, China",37.14,62.86
162,"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis,Cytokine 48 (2009) 170ï¿½176,10.1016/j.cyto.2009.07.004,2009,,,,,1,"Duplicated/mirrored bands, manipulated",1,,,,1.0,1,,,0 3 3 ,PLOS ONE PLOS ONE ,University of Texas Medical Branch,2,Department of Biochemistry and Molecular Biology,,,,,,,,"Memphis, TN, United States",73.85,26.15
163,"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells,Cytokine 46 (2009) 96ï¿½99,10.1016/j.cyto.2008.12.021,2009,,,,,1,Duplicated lane within blot,1,,,,1.0,1,,,0 1 1 ,PLOS ONE PLOS ONE ,Hoshi University,3,"Department of Pharmacology, School of Pharmacy",,,,,,,,"Tokyo, Japan",23.59,76.41
164,"Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg",Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells,Cytokine 46 (2009) 72ï¿½78,10.1016/j.cyto.2008.12.013,2009,,,,1.0,,Mirrored blot,1,,,,1.0,1,,,0 2 0 4 1 6 ,PLOS ONE PLOS ONE PLOS ONE PLOS ONE ,Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology,32,Center of Excellence in Sickle Cell Disease and Division of Hematology/Oncology,,,,,,,,,,
165,"Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma",STAT3 induces muscle stem cell differentiation by interaction with myoD,Cytokine 46 (2009) 137ï¿½141,10.1016/j.cyto.2008.12.015,2009,,,,1.0,,"Overlapping blots, two cases",1,,,,1.0,1,,,4 50 0 4 0 1 22 0 0 0 ,PLOS ONE PLOS ONE PLOS Genetics PLOS ONE PLOS ONE PLOS ONE ,Jilin University,12,"Department of Hematology and Oncology, The First Hospital",,,,,877.0,10.8,3%,"Seoul, South Korea",25.77,74.23
166,"Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh",Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells,Cytokine 49 (2010) 312ï¿½318,10.1016/j.cyto.2009.11.020,2010,,,,,1,"Duplicated yet altered blots, multiple cases",1,,,,1.0,1,,,3 0 1 1 ,PLOS ONE PLOS ONE PLOS ONE ,American University of Beirut,12,Department of Biology,PhD in Molecular Biophysics,,,,300.0,8.4,22%,"Beirut, Lebanon",46.87,53.13
167,"Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood",MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1,Cytokine 56 (2011) 245ï¿½255,10.1016/j.cyto.2011.06.006,2011,,,1.0,,,Duplicated negative blot,1,,,,1.0,1,,,50 3 0 5 2 ,PLOS ONE PLOS Computational Biology PLOS Biology PLOS Genetics PLOS ONE PLOS Genetics PLOS ONE PLOS ONE ,Medical University of South Carolina,7,Department of Craniofacial Biology and the Center for Oral Health Research,MD,32.784363,-79.947158,325.0,,,,"Charlotte, NC, United States",45.3,54.7
168,"Markus Neumeier, Sabrina Bauer, Hilke Bru_hl, Kristina Eisinger, Andrea Kopp, Sabine Abke, Roland Walter, Andreas Schï¿½ffler, Christa Buechler n","Adiponectin stimulates release of CCL2, -3, -4 and -5 while the surface abundance of CCR2 and -5 is simultaneously reduced in primary human monocytes",Cytokine 56 (2011) 573ï¿½580,10.1016/j.cyto.2011.08.017,2011,,,,1.0,,"Two cases of duplicated blots, different exposure",1,6/1/2013,,1.0,,1,,,1 1 0 2 1 0   0 ,PLOS ONE PLOS Genetics PLOS ONE PLOS Genetics PLOS ONE   ,Regensburg University Hospital,6,Department of Internal Medicine I,,,,,,,,"Nuremberg, Germany",32.75,67.25
169,"Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan",Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury,Cytokine 54 (2011) 305ï¿½314,10.1016/j.cyto.2011.02.016,2011,,,,1.0,,"Overlapping microscopy, duplicated blots, multiple cases",1,,,,1.0,1,,,50 2 0 0 ,PLOS ONE PLOS Biology PLOS ONE ,Shanghai Jiaotong University School of Medicine,6,"Department of Gastroenterology, Ruijin Hospital",,,,,,,,"Shanghai, China",34.32,65.68
170,"Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,Cytokine 53 (2011) 42ï¿½51,10.1016/j.cyto.2010.09.007,2011,,,,,1,"Duplication, stretching, what not, the lot",1,,,,1.0,1,,,4 0 16 12 0 14 0 0 ,PLOS ONE PLOS Genetics PLOS Genetics PLOS ONE PLOS Biology PLOS ONE PLOS Genetics PLOS Pathogens PLOS Biology PLOS ONE PLOS Biology ,Sichuan University,7,"Institue of Biomedical Engineering, West China School of Preclinical and Forensic Medicine",,,,,777.0,14.0,4%,"Hanoi, Vietnam",38.14,61.86
171,"Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li",Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells,Cytokine 56 (2011) 365ï¿½375,10.1016/j.cyto.2011.06.005,2011,,,,,1,Duplicated bands in different order,1,,,,1.0,1,,,50 0 0 0 0 0 ,PLOS Pathogens PLOS ONE PLOS Computational Biology PLOS Biology PLOS Neglected Tropical Diseases ,Medical College of Chinese People's Armed Police Forces,6,Department of Immunology,,,,,,,,,,
172,"Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang","Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway",Cytokine 60 (2012) 360ï¿½368,10.1016/j.cyto.2012.04.029,2012,,,,,1,"Duplicated blot, lanes within blot",1,,,,1.0,1,,,7 4 0 5 50 0 0 ,PLOS ONE PLOS Biology PLOS ONE PLOS ONE PLOS Biology PLOS ONE ,Capital Medical University,7,Department of Pathophysiology,,,,,825.0,4.8,5%,"Tbilisi, Georgia",25.07,74.93
